AirportName,Latitude,Longitude,Continent,IsoCountry,IsoRegion,City,GpsCode,IataCode
Skagway Airport,59.460343,-135.316651,NA,US,US-AK,Skagway,PAGY,SGY
Skardu Airport,35.33549881,75.53600311,AS,PK,PK-GB,Skardu,OPSD,KDU
Skeldon Airport,5.8599,-57.14894,SA,GY,GY-EB,Skeldon,SYSK,SKM
Skellefteå Airport,64.62480164,21.07690048,EU,SE,SE-AC,Skellefteå,ESNS,SFT
Skiathos Island National Airport,39.17710114,23.50370026,EU,GR,GR-E,Skiathos,LGSK,JSI
Skien Airport,59.18500137,9.566940308,EU,NO,NO-38,Geiteryggen,ENSN,SKE
Skiros Airport,38.96760178,24.48719978,EU,GR,GR-H,Skiros Island,LGSY,SKU
Skive Airport,56.55020142,9.172980309,EU,DK,DK-82,Skive,EKSV,SQW
Skopje International Airport,41.961601,21.621401,EU,MK,MK-004,Skopje,LWSK,SKP
Skorpion Mine Airport,-27.87639999,16.64780045,AF,NA,NA-KA,Rosh Pinah,FYSA,RHN
Skövde Airport,58.45640182,13.97270012,EU,SE,SE-Q,Skövde,ESGR,KVB
Skrydstrup Air Base,55.221048,9.26702,EU,DK,DK-83,Vojens,EKSP,SKS
Skukuza Airport,-24.96089935,31.58869934,AF,ZA,ZA-MP,Skukuza,FASZ,SZK
Skwentna Airport,61.96530151,-151.1909943,NA,US,US-AK,Skwentna,PASW,SKW
Skylark Field,31.08580017,-97.68650055,NA,US,US-TX,Killeen,KILE,ILE
Skypark Airport,40.86940002,-111.927002,NA,US,US-UT,Bountiful,KBTF,BTF
Slave Lake Airport,55.29309845,-114.7770004,NA,CA,CA-AB,Slave Lake,CYZH,YZH
Slayton Municipal Airport,43.986801,-95.7826,NA,US,US-MN,Slayton,KDVP,NSL
Sleetmute Airport,61.70050049,-157.1660004,NA,US,US-AK,Sleetmute,PASL,SLQ
Sliač Airport,48.63779831,19.13409996,EU,SK,SK-BC,Sliač,LZSL,SLD
Sligo Airport,54.28020096,-8.599209785,EU,IE,IE-SO,Sligo,EISG,SXL
Smara Airport,26.731987,-11.683655,AF,EH,EH-U-A,Smara,GMMA,SMW
Smithers Airport,54.8246994,-127.1829987,NA,CA,CA-BC,Smithers,CYYD,YYD
Smith Field,41.14339828,-85.15280151,NA,US,US-IN,Fort Wayne,KSMD,SMD
Smith Field,36.19189835,-94.48999786,NA,US,US-AR,Siloam Springs,KSLG,SLG
Smith Reynolds Airport,36.13370132,-80.22200012,NA,US,US-NC,Winston Salem,KINT,INT
Smiths Falls-Montague (Russ Beach) Airport,44.945801,-75.940598,NA,CA,CA-ON,Smiths Falls,CYSH,YSH
Smyrna Airport,36.00899887,-86.52010345,NA,US,US-TN,Smyrna,KMQY,MQY
Snake Bay Airport,-11.417674,130.648481,OC,AU,AU-NT,Milikapiti,YSNK,SNB
Snap Lake Airport,63.593601,-110.905998,NA,CA,CA-NT,Snap Lake Mine,CSK6,YNX
Snohomish County (Paine Field) Airport,47.9063,-122.281998,NA,US,US-WA,Everett,KPAE,PAE
Soalala Airport,-16.10169,45.358837,AF,MG,MG-M,Soalala,FMNO,DWB
Sochi International Airport,43.449902,39.9566,EU,RU,RU-KDA,Sochi,URSS,AER
Socotra International Airport,12.63070011,53.90579987,AS,YE,YE-HD,Socotra Islands,OYSQ,SCT
Sócrates Rezende Airport,-15.66699982,-38.95470047,SA,BR,BR-BA,Canavieiras,SNED,CNV
Sodankyla Airport,67.39499664,26.61910057,EU,FI,FI-10,Sodankyla,EFSO,SOT
Soddu Airport,6.80281,37.68622,AF,ET,ET-OR,Soddu,HASD,SXU
Söderhamn Airport,61.26150131,17.09910011,EU,SE,SE-X,Söderhamn,ESNY,SOO
Soekarno-Hatta International Airport,-6.12556982,106.6559982,AS,ID,ID-BT,Jakarta,WIII,CGK
Soewondo Air Force Base,3.558425,98.672275,AS,ID,ID-SU,Medan,WIMK,MES
Sofia Airport,42.69669342,23.41143608,EU,BG,BG-23,Sofia,LBSF,SOF
"Sogndal Airport, Haukåsen",61.156101,7.13778,EU,NO,NO-46,Sogndal,ENSG,SOG
Sohar Airport,24.38604,56.62541,AS,OM,OM-BA,Sohar,OOSH,OHS
Soko Airport,8.017219543,-2.761940002,AF,CI,CI-ZZ,Bondoukou,DIBU,BDK
Sokol Airport,59.9109993,150.7200012,AS,RU,RU-MAG,Magadan,UHMM,GDX
Sola Airport,-13.85169983,167.5370026,OC,VU,VU-TOB,Sola,NVSC,SLH
Solapur Airport,17.62800026,75.93479919,AS,IN,IN-MM,Solapur,VASL,SSE
Soldotna Airport,60.474935,-151.038471,NA,US,US-AK,Soldotna,PASX,SXQ
Solenzara (BA 126) Air Base,41.92440033,9.406000137,EU,FR,FR-COR,Solenzara,LFKS,SOZ
Solomon Airport,-22.25677,117.850454,OC,AU,AU-WA,Karijini National Park,YSOL,SLJ
Solomon State Field,64.5605,-164.4457,NA,US,US-AK,Solomon,AK26,SOL
Solwesi Airport,-12.17370033,26.36510086,AF,ZM,ZM-06,Solwesi,FLSW,SLI
Somersby Airstrip,-33.367681,151.299806,OC,AU,AU-NSW,Gosford,YSMB,GOS
Sonari Airport,22.813786,86.169739,AS,IN,IN-JH,Jamshedpur,VEJS,IXW
Sønderborg Airport,54.96440125,9.791729927,EU,DK,DK-83,Sønderborg,EKSB,SGD
Sondok Airport,39.745201,127.473999,AS,KP,KP-08,Sŏndŏng-ni,ZKSD,DSO
Songea Airport,-10.68299961,35.58300018,AF,TZ,TZ-21,Songea,HTSO,SGX
Songwe Airport,-8.919942,33.273981,AF,TZ,TZ-14,Mbeya,HTGW,MBI
Songyuan Chaganhu Airport,44.938114,124.550178,AS,CN,CN-22,Qian Gorlos Mongol Autonomous County,ZYSQ,YSQ
Sopu Airport,-8.3038,147.1659,OC,PG,PG-CPM,Sopu,AYQO,SPH
Sørkjosen Airport,69.78679657,20.95940018,EU,NO,NO-54,Sørkjosen,ENSR,SOJ
Soroako Airport,-2.530582,121.356096,AS,ID,ID-SN,Soroako,WAWS,SQR
Sorocaba Airport,-23.478001,-47.490002,SA,BR,BR-SP,Sorocaba,SDCO,SOD
Soroti Airport,1.727689981,33.62279892,AF,UG,UG-E,Soroti,HUSO,SRT
Souanke Airport,2.066999912,14.13300037,AF,CG,CG-13,Souanke,FCOS,SOE
Soummam–Abane Ramdane Airport,36.711952,5.069804,AF,DZ,DZ-06,Béjaïa,DAAE,BJA
Soure Airport,-0.697844,-48.519759,SA,BR,BR-PA,Soure,SNSW,SFK
Southampton Airport,50.950298,-1.3568,EU,GB,GB-ENG,Southampton,EGHI,SOU
South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,NA,US,US-AR,El Dorado,KELD,ELD
South Bend Regional Airport,41.708698,-86.317299,NA,US,US-IN,South Bend,KSBN,SBN
South Big Horn County Airport,44.51679993,-108.0830002,NA,US,US-WY,Greybull,KGEY,GEY
South Bimini Airport,25.69989967,-79.26470184,NA,BS,BS-BI,South Bimini,MYBS,BIM
South Caicos Airport,21.515699,-71.528503,NA,TC,TC-SC,South Caicos,MBSC,XSC
South Cariboo Region / 108 Mile Airport,51.73609924,-121.3330002,NA,CA,CA-BC,108 Mile,CZML,ZMH
Southdowns Airport,-12.9005003,28.14990044,AF,ZM,ZM-08,Kitwe,FLSO,KIW
Southeast Colorado Regional Airport,38.066126,-102.690169,NA,US,US-CO,Lamar,KLAA,LAA
Southeast Iowa Regional Airport,40.78319931,-91.12550354,NA,US,US-IA,Burlington,KBRL,BRL
Southend Airport,51.5714,0.695556,EU,GB,GB-ENG,London,EGMC,SEN
Southern California Logistics Airport,34.59749985,-117.3830032,NA,US,US-CA,Victorville,KVCV,VCV
Southern Illinois Airport,37.77809906,-89.2519989,NA,US,US-IL,Carbondale/Murphysboro,KMDH,MDH
Southern Seaplane Airport,29.866078,-90.021608,NA,US,US-LA,Belle Chasse,65LA,BCS
Southern Wisconsin Regional Airport,42.62030029,-89.04160309,NA,US,US-WI,Janesville,KJVL,JVL
South Goulburn Is Airport,-11.64999962,133.3820038,OC,AU,AU-NT,South Goulburn Island,YGBI,GBL
South Indian Lake Airport,56.7928009,-98.90720367,NA,CA,CA-MB,South Indian Lake,CZSN,XSI
South Jersey Regional Airport,39.942902,-74.845703,NA,US,US-NJ,Lumberton,KVAY,LLY
South Naknek Number 2 Airport,58.703202,-157.006373,NA,US,US-AK,South Naknek,PFWS,WSN
Southwest Bay Airport,-16.4864,167.4472,OC,VU,VU-MAP,Malekula Island,NVSX,SWJ
Southwest Florida International Airport,26.53619957,-81.75520325,NA,US,US-FL,Fort Myers,KRSW,RSW
Southwest Georgia Regional Airport,31.532946,-84.196215,NA,US,US-GA,Albany,KABY,ABY
Southwest Michigan Regional Airport,42.12860107,-86.42849731,NA,US,US-MI,Benton Harbor,KBEH,BEH
Southwest Minnesota Regional Airport - Marshall/Ryan Field,44.45050049,-95.82189941,NA,US,US-MN,Marshall,KMML,MML
Southwest Oregon Regional Airport,43.417099,-124.2460022,NA,US,US-OR,North Bend,KOTH,OTH
Southwest Washington Regional Airport,46.11800003,-122.8980026,NA,US,US-WA,Kelso,KKLS,KLS
Southwest Wyoming Regional Airport,41.5942,-109.065001,NA,US,US-WY,Rock Springs,KRKS,RKS
Sovetskaya Gavan (Maygatka) Airport,48.925067,140.035348,AS,RU,RU-KHA,Sovetskaya Gavan,UHKM,GVN
Sovetskiy Airport,61.32662201,63.60191345,AS,RU,RU-KHM,Sovetskiy,USHS,OVS
Soyo Airport,-6.141089916,12.37180042,AF,AO,AO-ZAI,Soyo,FNSO,SZA
Space Coast Regional Airport,28.51479912,-80.79920197,NA,US,US-FL,Titusville,KTIX,TIX
Spangdahlem Air Base,49.97269821,6.692500114,EU,DE,DE-RP,Trier,ETAD,SPM
Sparrevohn LRRS Airport,61.09740067,-155.5740051,NA,US,US-AK,Sparrevohn,PASV,SVW
Sparta Community Airport - Hunter Field,38.148899,-89.6987,NA,US,US-IL,Sparta,KSAR,SAR
Sparta Fort Mc Coy Airport,43.958302,-90.7379,NA,US,US-WI,Sparta,KCMY,CMY
Spartanburg Downtown Memorial Airport,34.91569901,-81.95649719,NA,US,US-SC,Spartanburg,KSPA,SPA
Sparti Airport,36.97389984,22.52630043,EU,GR,GR-J,Sparti,LGSP,SPJ
Spencer Municipal Airport,43.16550064,-95.20279694,NA,US,US-IA,Spencer,KSPW,SPW
Sphinx International Airport,30.108078,30.889252,AF,EG,EG-GZ,Al Jiza,HESX,SPX
Spichenkovo Airport,53.811401,86.877197,EU,RU,RU-KEM,Novokuznetsk,UNWW,NOZ
Spirit of St Louis Airport,38.662102,-90.652,NA,US,US-MO,St Louis,KSUS,SUS
Split Airport,43.53889847,16.29800034,EU,HR,HR-17,Split,LDSP,SPU
Spokane International Airport,47.6199,-117.533997,NA,US,US-WA,Spokane,KGEG,GEG
Spriggs Payne Airport,6.289060116,-10.75870037,AF,LR,LR-MO,Monrovia,GLMR,MLW
Springbok Airport,-29.68930054,17.93959999,AF,ZA,ZA-NC,Springbok,FASB,SBU
Springdale Municipal Airport,36.17639923,-94.11930084,NA,US,US-AR,Springdale,KASG,SPZ
Springfield-Beckley Municipal Airport,39.84030151,-83.84020233,NA,US,US-OH,Springfield,KSGH,SGH
Springfield Branson National Airport,37.245701,-93.388603,NA,US,US-MO,Springfield,KSGF,SGF
Spring Point Airport,22.44179916,-73.97090149,NA,BS,BS-AK,Spring Point,MYAP,AXP
Squamish Airport,49.78170013,-123.1620026,NA,CA,CA-BC,Squamish,CYSE,YSE
Srednekolymsk Airport,67.4805,153.7364,EU,RU,RU-SA,Srednekolymsk,UESK,SEK
Sri Guru Ram Dass Jee International Airport,31.7096,74.797302,AS,IN,IN-PB,Amritsar,VIAR,ATQ
Sri Sathya Sai Airport,14.14929962,77.79109955,AS,IN,IN-AP,Puttaparthi,VOPN,PUT
Stan Stamper Municipal Airport,34.03480148,-95.54190063,NA,US,US-OK,Hugo,KHHW,HUJ
St. Anthony Airport,51.391909,-56.08321,NA,CA,CA-NL,St. Anthony,CYAY,YAY
Stanton Airfield,44.475579,-93.016756,NA,US,US-MN,Dennison,KSYN,SYN
Stara Zagora Airport,42.3766667,25.655,EU,BG,BG-24,Stara Zagora,LBSZ,SZR
Statesboro Bulloch County Airport,32.48270035,-81.73690033,NA,US,US-GA,Statesboro,KTBR,TBR
Statesville Regional Airport,35.76530075,-80.9539032,NA,US,US-NC,Statesville,KSVH,SVH
St Aubin Airport,49.88249969,1.085279942,EU,FR,FR-NOR,Dieppe,LFAB,DPE
St Augustin Airport,51.21170044,-58.65829849,NA,CA,CA-QC,St-Augustin,CYIF,YIF
Stauning Airport,55.99010086,8.353910446,EU,DK,DK-82,Skjern / Ringkøbing,EKVJ,STA
"Stavanger Airport, Sola",58.876701,5.63778,EU,NO,NO-11,Stavanger,ENZV,SVG
Stavropol Shpakovskoye Airport,45.10919952,42.1128006,EU,RU,RU-STA,Stavropol,URMT,STW
St Clair County Airport,33.55879974,-86.24909973,NA,US,US-AL,Pell City,KPLR,PLR
St Clair County International Airport,42.9109993,-82.52890015,NA,US,US-MI,Port Huron,KPHN,PHN
Steamboat Bay Seaplane Base,55.532662,-133.638167,NA,US,US-AK,Steamboat Bay,POWS,WSB
Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,NA,US,US-CO,Steamboat Springs,KSBS,SBS
Stebbins Airport,63.51599884,-162.2779999,NA,US,US-AK,Stebbins,WBB,WBB
Stella Maris Airport,23.582317,-75.268621,NA,BS,BS-LI,Stella Maris,MYLS,SML
Stenkol Airport,-2.1033,133.5164,AS,ID,ID-PB,Bintuni,WASB,NTI
Stephens County Airport,32.71900177,-98.89099884,NA,US,US-TX,Breckenridge,KBKD,BKD
Stephens Island Seaplane Base,-9.51,143.55,OC,AU,AU-QLD,Stephens Island,YSTI,STF
Stephenville Airport,48.5442009,-58.54999924,NA,CA,CA-NL,Stephenville,CYJT,YJT
Stephenville Clark Regional Airport,32.215302,-98.177696,NA,US,US-TX,Stephenville,KSEP,SEP
Sterling Municipal Airport,40.613497,-103.263833,NA,US,US-CO,Sterling,KSTK,STK
Stevanus Rumbewas Airport,-1.82842,136.062402,AS,ID,ID-PA,Serui,WABO,ZRI
Stevens Field,37.28630066,-107.0559998,NA,US,US-CO,Pagosa Springs,KPSO,PGO
Stevens Point Municipal Airport,44.54520035,-89.53029633,NA,US,US-WI,Stevens Point,KSTE,STE
Stevens Village Airport,66.0172,-149.0545,NA,US,US-AK,Stevens Village,SVS,SVS
Stewart Airport,55.93541045,-129.9824345,NA,CA,CA-BC,Stewart,CZST,ZST
St-François Airport,16.257799,-61.262501,NA,GP,GP-U-A,St-François,TFFC,SFC
St Gallen Altenrhein Airport,47.485001,9.56077,EU,CH,CH-SG,Altenrhein,LSZR,ACH
St George Airport,56.577345,-169.663823,NA,US,US-AK,St George,PAPB,STG
St George Airport,-28.04969978,148.5950012,OC,AU,AU-QLD,St George,YSGE,SGO
St George Regional Airport,37.036389,-113.510306,NA,US,US-UT,St George,KSGU,SGU
Stillwater Regional Airport,36.16120148,-97.08570099,NA,US,US-OK,Stillwater,KSWO,SWO
Stinson Municipal Airport,29.33699989,-98.47109985,NA,US,US-TX,San Antonio,KSSF,SSF
St Jean Airport,45.29439926,-73.28109741,NA,CA,CA-QC,St Jean,CYJN,YJN
St Johns Industrial Air Park,34.51860046,-109.3789978,NA,US,US-AZ,St Johns,KSJN,SJN
St. John's International Airport,47.618599,-52.7519,NA,CA,CA-NL,St. John's,CYYT,YYT
St. Lewis (Fox Harbour) Airport,52.37279892,-55.6739006,NA,CA,CA-NL,St. Lewis,CCK4,YFX
St Louis Downtown Airport,38.5707016,-90.15619659,NA,US,US-IL,Cahokia/St Louis,KCPS,CPS
St Louis Lambert International Airport,38.748697,-90.370003,NA,US,US-MO,St Louis,KSTL,STL
St Louis Regional Airport,38.89030075,-90.04599762,NA,US,US-IL,Alton/St Louis,KALN,ALN
St Lucie County International Airport,27.49510002,-80.36830139,NA,US,US-FL,Fort Pierce,KFPR,FPR
St Mary's Airport,62.0605011,-163.302002,NA,US,US-AK,St Mary's,PASM,KSM
St. Mary's Airport,49.9133,-6.29167,EU,GB,GB-ENG,St. Mary's,EGHE,ISC
St Marys Municipal Airport,41.41249847,-78.50260162,NA,US,US-PA,St Marys,KOYM,STQ
St Michael Airport,63.49010086,-162.1100006,NA,US,US-AK,St Michael,PAMK,SMK
Stockholm-Arlanda Airport,59.65190125,17.91860008,EU,SE,SE-AB,Stockholm,ESSA,ARN
Stockholm-Bromma Airport,59.35440063,17.94169998,EU,SE,SE-AB,Stockholm,ESSB,BMA
Stockholm Skavsta Airport,58.788601,16.912201,EU,SE,SE-D,Nyköping,ESKN,NYO
Stockholm Västerås Airport,59.58940125,16.63360023,EU,SE,SE-U,Stockholm / Västerås,ESOW,VST
Stockton Metropolitan Airport,37.89419937,-121.237999,NA,US,US-CA,Stockton,KSCK,SCK
Stoelmanseiland Airport,4.349999905,-54.41666794,SA,SR,SR-SI,Stoelmanseiland,SMST,SMZ
"Stokmarknes Airport, Skagen",68.578827,15.033417,EU,NO,NO-18,Hadsel,ENSK,SKN
Stony Rapids Airport,59.25030136,-105.8410034,NA,CA,CA-SK,Stony Rapids,CYSF,YSF
Stony River 2 Airport,61.78969955,-156.5890045,NA,US,US-AK,Stony River,SRV,SRV
"Stord Airport, Sørstokken",59.791901,5.34085,EU,NO,NO-46,Leirvik,ENSO,SRP
Storm Lake Municipal Airport,42.59730148,-95.24069977,NA,US,US-IA,Storm Lake,KSLB,SLB
Stornoway Airport,58.215599,-6.33111,EU,GB,GB-SCT,"Stornoway, Western Isles",EGPO,SYY
Storuman Airport,64.960899,17.6966,EU,SE,SE-AC,Storuman,ESUD,SQO
St. Paul Airport,53.99330139,-111.3799973,NA,CA,CA-AB,St. Paul,CEW3,ZSP
St Paul Downtown Holman Field,44.93450165,-93.05999756,NA,US,US-MN,St Paul,KSTP,STP
St Paul Island Airport,57.166311,-170.222555,NA,US,US-AK,St Paul Island,PASN,SNP
St. Peter-Ording Airport,54.30888748,8.686944008,EU,DE,DE-SH,Sankt Peter-Ording,EDXO,PSH
St. Petersburg Clearwater International Airport,27.9102,-82.687401,NA,US,US-FL,Pinellas Park,KPIE,PIE
St Pierre Airport,46.76290131,-56.17309952,NA,PM,PM-SP,Saint-Pierre,LFVP,FSP
Strasbourg Airport,48.53829956,7.628230095,EU,FR,FR-GES,Strasbourg,LFST,SXB
Strathmore Airport,-17.862709,142.557788,OC,AU,AU-QLD,Strathmore,YSMR,STH
Straubing Airport,48.90083313,12.51666737,EU,DE,DE-BY,Straubing,EDMS,RBM
Strezhevoy Airport,60.7094,77.660004,AS,RU,RU-TOM,Strezhevoy,UNSS,SWT
Stronsay Airport,59.15530014,-2.641390085,EU,GB,GB-SCT,Stronsay,EGER,SOY
Strother Field,37.168598,-97.037598,NA,US,US-KS,Winfield / Arkansas City,KWLD,WLD
Stroud Municipal Airport,35.78960037,-96.65570068,NA,US,US-OK,Stroud,KSUD,SUD
Stroudsburg Pocono Airport,41.03580093,-75.16059875,NA,US,US-PA,East Stroudsburg,KN53,ESP
St Simons Island Airport,31.1518,-81.391296,NA,US,US-GA,St Simons Island,KSSI,SSI
St. Theresa Point Airport,53.84560013,-94.85189819,NA,CA,CA-MB,St. Theresa Point,CYST,YST
St Thomas Municipal Airport,42.77000046,-81.1108017,NA,CA,CA-ON,St Thomas,CYQS,YQS
Stuart Island Airpark,48.673379,-123.175439,NA,US,US-WA,Friday Harbor,7WA5,SSW
Stuttgart Airport,48.68989944,9.221960068,EU,DE,DE-BW,Stuttgart,EDDS,STR
Stuttgart Municipal Airport / Carl Humphrey Field,34.599499,-91.574997,NA,US,US-AR,Stuttgart,KSGT,SGT
Stykkishólmur Airport,65.05809784,-22.7942009,EU,IS,IS-3,Stykkishólmur,BIST,SYK
Suai Airport,-9.303310394,125.2870026,AS,TL,TL-CO,Suai,WPDB,UAI
Sua Pan Airport,-20.5534,26.115801,AF,BW,BW-ST,Sowa,FBSN,SXN
Suavanao Airport,-7.585559845,158.7310028,OC,SB,SB-IS,Suavanao,AGGV,VAO
Subic Bay International Airport / Naval Air Station Cubi Point,14.7944,120.271004,AS,PH,PH-ZMB,Olongapo,RPLB,SFS
Suboficial Ay Santiago Germano Airport,-34.588299,-68.4039,SA,AR,AR-M,San Rafael,SAMR,AFA
Sub Teniente Nestor Arias Airport,10.2787,-68.755203,SA,VE,VE-U,San Felipe,SVSP,SNF
Suceava Stefan cel Mare Airport,47.6875,26.35409927,EU,RO,RO-SV,Suceava,LRSV,SCV
Sucua Airport,-2.48300004,-78.16699982,SA,EC,EC-S,Sucua,SESC,SUQ
Sudbury Airport,46.625,-80.79889679,NA,CA,CA-ON,Sudbury,CYSB,YSB
Sugar Land Regional Airport,29.62229919,-95.65650177,NA,US,US-TX,Houston,KSGR,SGR
Sugimanuru Airport,-4.763298,122.566352,AS,ID,ID-SG,Raha,WAWR,RAQ
Sugraly Airport,41.613899,64.2332,AS,UZ,UZ-NW,Zarafshan,UTSN,AFS
Suhaj Mubarak International Airport,26.339115,31.737624,AF,EG,EG-SHG,Suhaj,HESG,HMB
Sui Airport,28.64509964,69.17690277,AS,PK,PK-BA,Sui,OPSU,SUL
Sukhothai Airport,17.23800087,99.81819916,AS,TH,TH-64,Sukhothai,VTPO,THS
Sukhumi Babushara /  Vladislav Ardzinba International Airport,42.8582,41.128101,AS,GE,GE-AB,Sukhumi,UGSS,SUI
Suki Airport,-8.0466,141.7222,OC,PG,PG-WPD,Suki,AYSU,SKC
Sukkur Airport,27.72200012,68.79170227,AS,PK,PK-SD,Mirpur Khas,OPSK,SKZ
Sulaco Airport,14.90719986,-87.26339722,NA,HN,HN-YO,Sulaco,MHUL,SCD
Sulaymaniyah International Airport,35.5617485,45.31673813,AS,IQ,IQ-SW,Sulaymaniyah,ORSU,ISU
Süleyman Demirel International Airport,37.8554,30.368401,AS,TR,TR-32,Isparta,LTFC,ISE
Sullivan Bay Seaplane Base,50.885359,-126.831069,NA,CA,CA-BC,Sullivan Bay,CAV5,YTG
Sullivan County Airport,39.1147,-87.448303,NA,US,US-IN,Sullivan,KSIV,SIV
Sullivan County International Airport,41.701596,-74.794997,NA,US,US-NY,Monticello,KMSV,MSV
Sulphur Springs Municipal Airport,33.15980148,-95.62110138,NA,US,US-TX,Sulphur Springs,KSLR,SLR
Sultan Abdul Aziz Shah International Airport,3.130579948,101.5490036,AS,MY,MY-10,Subang,WMSA,SZB
Sultan Abdul Halim Airport,6.189670086,100.3980026,AS,MY,MY-02,Alor Satar,WMKA,AOR
Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.268342,116.89452,AS,ID,ID-KI,Balikpapan,WALL,BPN
Sultan Azlan Shah Airport,4.567969799,101.0920029,AS,MY,MY-08,Ipoh,WMKI,IPH
Sultan Babullah Airport,0.831012,127.381611,AS,ID,ID-MU,Sango,WAEE,TTE
Sultan Bantilan Airport,1.123428,120.793658,AS,ID,ID-ST,Toli Toli-Celebes Island,WAMI,TLI
Sultan Iskandar Muda International Airport,5.522872024,95.42063713,AS,ID,ID-AC,Banda Aceh,WITT,BTJ
Sultan Ismail Petra Airport,6.16685009,102.2929993,AS,MY,MY-03,Kota Baharu,WMKC,KBR
Sultan Mahmud Airport,5.382639885,103.1029968,AS,MY,MY-11,Kuala Terengganu,WMKN,TGG
Sultan Mahmud Badaruddin II Airport,-2.897653,104.698147,AS,ID,ID-SS,Palembang,WIPP,PLM
Sultan Muhammad Salahuddin Airport,-8.537184,118.685002,AS,ID,ID-NB,Bima,WADB,BMU
Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,0.458647,101.444321,AS,ID,ID-RI,Pekanbaru,WIBB,PKU
Sultan Thaha Airport,-1.63802,103.643997,AS,ID,ID-JA,Jambi,WIJJ,DJB
Sumbawa Besar Airport,-8.489040375,117.4120026,AS,ID,ID-NB,Sumbawa Island,WADS,SWQ
Sumbawanga Airport,-7.948889,31.610278,AF,TZ,TZ-20,Sumbawanga,HTSU,SUT
Sumbe Airport,-11.16790009,13.84749985,AF,AO,AO-CUS,Sumbe,FNSU,NDD
Sumburgh Airport,59.87889862,-1.295560002,EU,GB,GB-SCT,Lerwick,EGPB,LSI
Summer Beaver Airport,52.70859909,-88.54190063,NA,CA,CA-ON,Summer Beaver,CJV7,SUR
Summerside Airport,46.440601,-63.833599,NA,CA,CA-PE,Slemon Park,CYSU,YSU
Summit Airport,63.331501,-149.126999,NA,US,US-AK,Cantwell,PAST,UMM
Sumter Airport,33.99499893,-80.36129761,NA,US,US-SC,Sumter,KSMS,SUM
Sumy Airport,50.85829926,34.76250076,EU,UA,UA-59,Sumy,UKHS,UMY
Sunan Shuofang International Airport,31.49440002,120.4290009,AS,CN,CN-32,Wuxi,ZSWX,WUX
Sunchales Aeroclub Airport,-30.9575,-61.5283,SA,AR,AR-S,Sunchales,SAFS,NCJ
Sundsvall-Härnösand Airport,62.52809906,17.44389915,EU,SE,SE-Y,Sundsvall/ Härnösand,ESNN,SDL
Sungai Pakning Bengkalis Airport,1.370000005,102.1399994,AS,ID,ID-RI,Bengkalis-Sumatra Island,WIBS,SEQ
Sungai Tiang Airport,4.33027792,102.3949966,AS,MY,MY-06,Taman Negara,WMAN,SXT
Sunriver Airport,43.87630081,-121.4530029,NA,US,US-OR,Sunriver,S21,SUO
Sunshine Coast Airport,-26.593324,153.08319,OC,AU,AU-QLD,Maroochydore,YBSU,MCY
Suntar Airport,62.18500137,117.6350021,AS,RU,RU-SA,Suntar,UENS,SUY
Sunyani Airport,7.36183,-2.32876,AF,GH,GH-BO,Sunyani,DGSN,NYI
Supadio Airport,-0.150711,109.403999,AS,ID,ID-KB,Pontianak,WIOO,PNK
Suprunovka Airport,49.5685997,34.39720154,EU,UA,UA-53,Poltava,UKHP,PLV
Surat Airport,21.1140995,72.7417984,AS,IN,IN-GJ,Surat,VASU,STV
Surat Thani Airport,9.132599831,99.13559723,AS,TH,TH-84,Surat Thani,VTSB,URT
Surgut Airport,61.34370041,73.40180206,AS,RU,RU-KHM,Surgut,USRR,SGC
Surigao Airport,9.755838326,125.4809475,AS,PH,PH-SUN,Surigao City,RPMS,SUG
Surin Airport,14.86830044,103.4980011,AS,TH,TH-32,Surin,VTUJ,PXR
Surkhet Airport,28.586,81.636002,AS,NP,NP-P6,Surkhet,VNSK,SKH
Susanville Municipal Airport,40.375702,-120.572998,NA,US,US-CA,Susanville,KSVE,SVE
Suvarnabhumi Airport,13.68109989,100.7470016,AS,TH,TH-10,Bangkok,VTBS,BKK
Suvarnabhumi Airport,,,AS,TH,TH-10,Bangkok,,BKK
Suwon Airport,37.239399,127.007004,AS,KR,KR-41,Suwon,RKSW,SWU
Suzhou Guangfu Airport,31.2631,120.401001,AS,CN,CN-32,Suzhou,ZSSZ,SZV
"Svalbard Airport, Longyear",78.24610138,15.46560001,EU,NO,NO-21,Longyearbyen,ENSB,LYR
Sveg Airport,62.047798,14.4229,EU,SE,SE-Z,Sveg,ESND,EVG
Svetlaya Airport,46.541704,138.321703,EU,RU,RU-PRI,Svetlaya,UHTQ,ETL
"Svolvær Airport, Helle",68.243301,14.6692,EU,NO,NO-18,Svolvær,ENSH,SVJ
Swakopmund Municipal Aerodrome,-22.6619,14.5681,AF,NA,NA-ER,Swakopmund,FYSM,SWP
Swami Vivekananda Airport,21.180401,81.7388,AS,IN,IN-CT,Raipur,VERP,RPR
Swan River Airport,52.120602,-101.236,NA,CA,CA-MB,Swan River,CZJN,ZJN
Swansea Airport,51.6053009,-4.067830086,EU,GB,GB-WLS,Swansea,EGFH,SWS
Swift Current Airport,50.29190063,-107.6910019,NA,CA,CA-SK,Swift Current,CYYN,YYN
